starttime	seconds	ctime	dtime	ttime	wait
Mon May 07 18:14:10 2018	1525709650	1	77	78	4
Mon May 07 18:14:10 2018	1525709650	6	72	78	6
Mon May 07 18:14:10 2018	1525709650	1	83	84	4
Mon May 07 18:20:38 2018	1525710038	28	342	370	33
Mon May 07 18:20:57 2018	1525710057	19	398	418	21
Mon May 07 18:14:16 2018	1525709656	30	398	428	33
Mon May 07 18:14:14 2018	1525709654	28	416	443	29
Mon May 07 18:14:15 2018	1525709655	27	420	447	30
Mon May 07 18:19:08 2018	1525709948	29	447	476	37
Mon May 07 18:18:25 2018	1525709905	32	444	476	32
Mon May 07 18:24:50 2018	1525710290	34	456	490	34
Mon May 07 18:14:13 2018	1525709653	30	468	498	26
Mon May 07 18:14:54 2018	1525709694	41	468	509	42
Mon May 07 18:20:57 2018	1525710057	4	512	516	25
Mon May 07 18:14:35 2018	1525709675	35	481	516	37
Mon May 07 18:16:17 2018	1525709777	36	491	527	33
Mon May 07 18:14:39 2018	1525709679	33	502	535	31
Mon May 07 18:22:31 2018	1525710151	34	501	535	41
Mon May 07 18:17:21 2018	1525709841	33	506	539	32
Mon May 07 18:14:12 2018	1525709652	27	515	542	36
Mon May 07 18:22:22 2018	1525710142	32	512	544	50
Mon May 07 18:15:47 2018	1525709747	31	521	552	33
Mon May 07 18:14:25 2018	1525709665	36	516	552	33
Mon May 07 18:15:05 2018	1525709705	26	544	570	26
Mon May 07 18:26:14 2018	1525710374	33	540	573	34
Mon May 07 18:14:11 2018	1525709651	25	550	575	30
Mon May 07 18:14:13 2018	1525709653	26	563	589	32
Mon May 07 18:24:39 2018	1525710279	35	558	593	35
Mon May 07 18:14:37 2018	1525709677	29	564	593	40
Mon May 07 18:22:12 2018	1525710132	34	559	593	32
Mon May 07 18:14:33 2018	1525709673	32	564	596	36
Mon May 07 18:15:17 2018	1525709717	34	565	599	37
Mon May 07 18:14:10 2018	1525709650	5	596	602	251
Mon May 07 18:17:37 2018	1525709857	36	572	608	36
Mon May 07 18:15:44 2018	1525709744	33	579	613	39
Mon May 07 18:23:07 2018	1525710187	33	582	615	34
Mon May 07 18:19:26 2018	1525709966	34	586	620	37
Mon May 07 18:17:50 2018	1525709870	37	585	621	30
Mon May 07 18:14:11 2018	1525709651	28	597	626	37
Mon May 07 18:14:55 2018	1525709695	33	593	626	139
Mon May 07 18:17:37 2018	1525709857	34	596	631	33
Mon May 07 18:21:17 2018	1525710077	34	599	632	36
Mon May 07 18:17:16 2018	1525709836	34	600	635	38
Mon May 07 18:16:09 2018	1525709769	35	605	639	37
Mon May 07 18:24:24 2018	1525710264	37	603	640	64
Mon May 07 18:15:55 2018	1525709755	37	604	641	58
Mon May 07 18:15:29 2018	1525709729	35	608	643	34
Mon May 07 18:17:47 2018	1525709867	34	609	643	42
Mon May 07 18:14:42 2018	1525709682	32	621	653	33
Mon May 07 18:15:03 2018	1525709703	33	625	658	38
Mon May 07 18:15:12 2018	1525709712	32	630	661	33
Mon May 07 18:14:53 2018	1525709693	35	628	663	34
Mon May 07 18:20:49 2018	1525710049	31	634	665	35
Mon May 07 18:17:17 2018	1525709837	38	630	668	37
Mon May 07 18:15:35 2018	1525709735	34	636	670	37
Mon May 07 18:17:44 2018	1525709864	39	631	670	32
Mon May 07 18:16:11 2018	1525709771	36	635	671	38
Mon May 07 18:14:46 2018	1525709686	30	641	671	43
Mon May 07 18:14:54 2018	1525709694	35	637	671	32
Mon May 07 18:15:23 2018	1525709723	33	643	676	39
Mon May 07 18:15:54 2018	1525709754	31	653	683	39
Mon May 07 18:19:11 2018	1525709951	35	650	685	34
Mon May 07 18:16:07 2018	1525709767	29	658	687	32
Mon May 07 18:20:58 2018	1525710058	35	654	689	139
Mon May 07 18:20:59 2018	1525710059	31	660	691	36
Mon May 07 18:15:34 2018	1525709734	38	654	691	36
Mon May 07 18:16:55 2018	1525709815	35	660	695	40
Mon May 07 18:26:00 2018	1525710360	36	661	696	39
