starttime	seconds	ctime	dtime	ttime	wait
Mon May 07 22:19:30 2018	1525724370	57	194	251	83
Mon May 07 22:19:30 2018	1525724370	57	210	267	90
Mon May 07 22:19:30 2018	1525724370	57	210	267	86
Mon May 07 22:19:30 2018	1525724370	57	226	283	89
Mon May 07 22:19:30 2018	1525724370	57	228	285	98
Mon May 07 22:19:30 2018	1525724370	57	231	288	93
Mon May 07 22:19:30 2018	1525724370	58	237	296	98
Mon May 07 22:19:30 2018	1525724370	58	240	298	100
Mon May 07 22:19:30 2018	1525724370	57	241	299	93
Mon May 07 22:19:30 2018	1525724370	57	247	304	98
Mon May 07 22:19:30 2018	1525724370	57	247	304	90
Mon May 07 22:19:30 2018	1525724370	58	248	306	101
Mon May 07 22:19:30 2018	1525724370	57	250	307	98
Mon May 07 22:19:30 2018	1525724370	58	250	309	100
Mon May 07 22:19:30 2018	1525724370	57	255	312	105
Mon May 07 22:19:30 2018	1525724370	59	258	317	105
Mon May 07 22:19:30 2018	1525724370	59	258	317	104
Mon May 07 22:19:30 2018	1525724370	57	263	320	93
Mon May 07 22:19:30 2018	1525724370	59	269	328	105
Mon May 07 22:19:30 2018	1525724370	59	269	328	104
Mon May 07 22:19:30 2018	1525724370	59	476	535	240
Mon May 07 22:19:30 2018	1525724370	59	479	538	251
Mon May 07 22:19:30 2018	1525724370	60	493	553	264
Mon May 07 22:19:30 2018	1525724370	60	499	559	267
Mon May 07 22:19:30 2018	1525724370	59	503	562	253
Mon May 07 22:19:30 2018	1525724370	59	508	567	264
Mon May 07 22:19:30 2018	1525724370	60	510	570	270
Mon May 07 22:19:30 2018	1525724370	60	512	572	273
Mon May 07 22:19:30 2018	1525724370	60	514	575	275
Mon May 07 22:19:30 2018	1525724370	60	517	577	278
Mon May 07 22:19:30 2018	1525724370	60	523	583	288
Mon May 07 22:19:30 2018	1525724370	60	527	588	281
Mon May 07 22:19:30 2018	1525724370	60	527	588	286
Mon May 07 22:19:30 2018	1525724370	60	531	591	291
Mon May 07 22:19:30 2018	1525724370	60	532	593	297
Mon May 07 22:19:30 2018	1525724370	60	533	593	294
Mon May 07 22:19:30 2018	1525724370	60	534	594	299
Mon May 07 22:19:30 2018	1525724370	61	536	597	311
Mon May 07 22:19:30 2018	1525724370	60	544	604	302
Mon May 07 22:19:30 2018	1525724370	61	548	609	314
Mon May 07 22:19:30 2018	1525724370	61	744	805	518
Mon May 07 22:19:30 2018	1525724370	61	747	808	521
Mon May 07 22:19:30 2018	1525724370	61	771	832	536
Mon May 07 22:19:30 2018	1525724370	62	774	835	532
Mon May 07 22:19:30 2018	1525724370	61	779	840	540
Mon May 07 22:19:30 2018	1525724370	62	787	848	545
Mon May 07 22:19:30 2018	1525724370	61	791	853	550
Mon May 07 22:19:30 2018	1525724370	62	791	853	547
Mon May 07 22:19:30 2018	1525724370	61	800	862	561
Mon May 07 22:19:30 2018	1525724370	62	803	864	550
Mon May 07 22:19:30 2018	1525724370	63	807	869	567
Mon May 07 22:19:30 2018	1525724370	62	808	870	563
Mon May 07 22:19:30 2018	1525724370	63	809	872	567
Mon May 07 22:19:30 2018	1525724370	62	811	872	555
Mon May 07 22:19:30 2018	1525724370	63	812	875	570
Mon May 07 22:19:30 2018	1525724370	62	813	875	563
Mon May 07 22:19:30 2018	1525724370	63	816	879	580
Mon May 07 22:19:30 2018	1525724370	63	822	885	575
Mon May 07 22:19:30 2018	1525724370	63	827	889	586
Mon May 07 22:19:30 2018	1525724370	63	840	903	591
Mon May 07 22:19:30 2018	1525724370	63	966	1029	721
Mon May 07 22:19:30 2018	1525724370	63	1033	1095	793
Mon May 07 22:19:30 2018	1525724370	63	1041	1104	790
Mon May 07 22:19:30 2018	1525724370	63	1056	1119	812
Mon May 07 22:19:30 2018	1525724370	63	1062	1124	817
Mon May 07 22:19:30 2018	1525724370	63	1072	1135	823
Mon May 07 22:19:30 2018	1525724370	63	1078	1140	830
Mon May 07 22:19:30 2018	1525724370	63	1080	1143	825
Mon May 07 22:19:30 2018	1525724370	64	1083	1147	838
Mon May 07 22:19:30 2018	1525724370	63	1089	1152	833
Mon May 07 22:19:30 2018	1525724370	64	1089	1153	842
Mon May 07 22:19:30 2018	1525724370	64	1092	1156	842
Mon May 07 22:19:30 2018	1525724370	64	1096	1160	847
Mon May 07 22:19:30 2018	1525724370	64	1096	1160	836
Mon May 07 22:19:30 2018	1525724370	64	1100	1164	845
Mon May 07 22:19:30 2018	1525724370	64	1102	1167	856
Mon May 07 22:19:30 2018	1525724370	64	1102	1167	852
Mon May 07 22:19:30 2018	1525724370	64	1111	1175	869
Mon May 07 22:19:30 2018	1525724370	65	1110	1175	860
Mon May 07 22:19:30 2018	1525724370	65	1113	1178	867
Mon May 07 22:19:30 2018	1525724370	64	1129	1193	884
Mon May 07 22:19:30 2018	1525724370	65	1281	1345	1020
Mon May 07 22:19:30 2018	1525724370	65	1316	1382	1116
Mon May 07 22:19:30 2018	1525724370	65	1316	1382	1114
Mon May 07 22:19:30 2018	1525724370	65	1319	1384	1128
Mon May 07 22:19:30 2018	1525724370	64	1323	1388	1081
Mon May 07 22:19:30 2018	1525724370	65	1348	1414	1125
Mon May 07 22:19:30 2018	1525724370	65	1350	1415	1092
Mon May 07 22:19:30 2018	1525724370	65	1353	1419	1104
Mon May 07 22:19:30 2018	1525724370	66	1370	1435	1112
Mon May 07 22:19:30 2018	1525724370	66	1372	1438	1136
Mon May 07 22:19:30 2018	1525724370	66	1378	1443	1130
Mon May 07 22:19:30 2018	1525724370	65	1413	1478	1138
Mon May 07 22:19:30 2018	1525724370	65	1413	1478	1138
Mon May 07 22:19:30 2018	1525724370	66	1413	1479	1122
Mon May 07 22:19:30 2018	1525724370	64	1414	1479	1102
Mon May 07 22:19:30 2018	1525724370	67	1412	1479	1175
Mon May 07 22:19:30 2018	1525724370	66	1414	1479	1174
Mon May 07 22:19:30 2018	1525724370	66	1415	1480	1175
Mon May 07 22:19:30 2018	1525724370	66	1444	1510	1175
Mon May 07 22:19:30 2018	1525724370	66	1444	1510	1175
Mon May 07 22:19:30 2018	1525724370	66	1452	1518	1176
Mon May 07 22:19:30 2018	1525724370	67	1561	1629	1365
Mon May 07 22:19:30 2018	1525724370	67	1564	1631	1360
Mon May 07 22:19:30 2018	1525724370	67	1569	1636	1346
Mon May 07 22:19:30 2018	1525724370	67	1572	1639	1362
Mon May 07 22:19:30 2018	1525724370	67	1588	1655	1370
Mon May 07 22:19:30 2018	1525724370	69	1595	1663	1411
Mon May 07 22:19:30 2018	1525724370	67	1614	1681	1411
Mon May 07 22:19:30 2018	1525724370	67	1648	1716	1411
Mon May 07 22:19:30 2018	1525724370	67	1649	1717	1413
Mon May 07 22:19:30 2018	1525724370	67	1655	1722	1418
Mon May 07 22:19:30 2018	1525724370	67	1660	1727	1412
Mon May 07 22:19:30 2018	1525724370	67	1678	1746	1445
Mon May 07 22:19:30 2018	1525724370	67	1684	1751	1453
Mon May 07 22:19:30 2018	1525724370	69	1685	1754	1456
Mon May 07 22:19:30 2018	1525724370	69	1714	1783	1485
Mon May 07 22:19:30 2018	1525724370	69	1722	1791	1491
Mon May 07 22:19:30 2018	1525724370	69	1725	1793	1528
Mon May 07 22:19:30 2018	1525724370	69	1765	1834	1459
Mon May 07 22:19:30 2018	1525724370	67	1767	1835	1464
Mon May 07 22:19:30 2018	1525724370	67	1768	1835	1455
Mon May 07 22:19:30 2018	1525724370	68	1768	1835	1458
Mon May 07 22:19:30 2018	1525724370	69	1839	1908	1612
Mon May 07 22:19:30 2018	1525724370	69	1863	1932	1612
Mon May 07 22:19:30 2018	1525724370	70	1867	1937	1647
Mon May 07 22:19:30 2018	1525724370	69	1882	1950	1646
Mon May 07 22:19:30 2018	1525724370	69	1887	1956	1648
Mon May 07 22:19:30 2018	1525724370	69	1900	1969	1658
Mon May 07 22:19:30 2018	1525724370	69	1922	1991	1647
Mon May 07 22:19:31 2018	1525724371	42	1955	1997	1697
Mon May 07 22:19:31 2018	1525724371	45	1963	2008	1646
Mon May 07 22:19:31 2018	1525724371	45	1963	2008	1646
Mon May 07 22:19:31 2018	1525724371	40	1971	2010	1713
Mon May 07 22:19:31 2018	1525724371	43	1971	2013	1700
Mon May 07 22:19:31 2018	1525724371	35	1982	2016	1668
Mon May 07 22:19:31 2018	1525724371	45	1976	2021	1710
Mon May 07 22:19:31 2018	1525724371	43	1981	2024	1718
Mon May 07 22:19:30 2018	1525724370	69	1959	2028	1706
Mon May 07 22:19:31 2018	1525724371	37	1992	2029	1727
Mon May 07 22:19:31 2018	1525724371	43	1988	2031	1668
Mon May 07 22:19:30 2018	1525724370	69	1963	2032	1695
Mon May 07 22:19:31 2018	1525724371	42	1990	2032	1671
Mon May 07 22:19:31 2018	1525724371	40	1994	2035	1726
Mon May 07 22:19:30 2018	1525724370	69	1967	2035	1709
Mon May 07 22:19:31 2018	1525724371	48	1989	2037	1670
Mon May 07 22:19:31 2018	1525724371	40	2000	2040	1734
Mon May 07 22:19:31 2018	1525724371	44	1996	2040	1717
Mon May 07 22:19:31 2018	1525724371	37	2005	2043	1745
Mon May 07 22:19:30 2018	1525724370	69	1975	2044	1706
Mon May 07 22:19:30 2018	1525724370	70	1979	2049	1718
Mon May 07 22:19:31 2018	1525724371	37	2016	2053	1758
Mon May 07 22:19:31 2018	1525724371	34	2024	2058	1758
Mon May 07 22:19:32 2018	1525724372	25	2036	2061	1727
Mon May 07 22:19:32 2018	1525724372	20	2041	2061	1729
Mon May 07 22:19:31 2018	1525724371	32	2029	2061	1769
Mon May 07 22:19:32 2018	1525724372	40	2021	2061	1713
Mon May 07 22:19:31 2018	1525724371	39	2027	2067	1756
Mon May 07 22:19:30 2018	1525724370	70	1997	2067	1764
Mon May 07 22:19:30 2018	1525724370	70	2000	2070	1696
Mon May 07 22:19:30 2018	1525724370	70	2000	2070	1726
Mon May 07 22:19:32 2018	1525724372	43	2029	2072	1718
Mon May 07 22:19:30 2018	1525724370	70	2002	2072	1764
Mon May 07 22:19:32 2018	1525724372	45	2029	2075	1715
Mon May 07 22:19:32 2018	1525724372	48	2027	2075	1716
Mon May 07 22:19:30 2018	1525724370	70	2006	2076	1766
Mon May 07 22:19:31 2018	1525724371	40	2037	2077	1758
Mon May 07 22:19:31 2018	1525724371	34	2045	2080	1785
Mon May 07 22:19:31 2018	1525724371	33	2046	2080	1780
Mon May 07 22:19:30 2018	1525724370	70	2010	2080	1769
Mon May 07 22:19:31 2018	1525724371	51	2032	2083	1710
Mon May 07 22:19:32 2018	1525724372	65	2019	2084	1706
Mon May 07 22:19:31 2018	1525724371	47	2038	2085	1748
Mon May 07 22:19:32 2018	1525724372	45	2043	2088	1721
Mon May 07 22:19:32 2018	1525724372	65	2023	2088	1709
Mon May 07 22:19:31 2018	1525724371	34	2056	2090	1786
Mon May 07 22:19:31 2018	1525724371	35	2056	2090	1782
Mon May 07 22:19:31 2018	1525724371	37	2053	2090	1768
Mon May 07 22:19:32 2018	1525724372	60	2030	2091	1711
Mon May 07 22:19:32 2018	1525724372	45	2053	2098	1739
Mon May 07 22:19:31 2018	1525724371	40	2059	2098	1787
Mon May 07 22:19:31 2018	1525724371	37	2061	2098	1787
Mon May 07 22:19:32 2018	1525724372	50	2048	2099	1724
Mon May 07 22:19:31 2018	1525724371	36	2065	2101	1788
Mon May 07 22:19:31 2018	1525724371	40	2064	2104	1793
Mon May 07 22:19:31 2018	1525724371	40	2064	2104	1790
Mon May 07 22:19:32 2018	1525724372	69	2037	2106	1705
Mon May 07 22:19:33 2018	1525724373	50	2059	2109	1652
Mon May 07 22:19:31 2018	1525724371	35	2075	2110	1814
Mon May 07 22:19:31 2018	1525724371	35	2079	2114	1816
Mon May 07 22:19:30 2018	1525724370	70	2045	2115	1774
Mon May 07 22:19:31 2018	1525724371	40	2077	2117	1814
Mon May 07 22:19:32 2018	1525724372	34	2088	2122	1774
Mon May 07 22:19:31 2018	1525724371	36	2086	2122	1817
Mon May 07 22:19:31 2018	1525724371	42	2083	2125	1798
Mon May 07 22:19:31 2018	1525724371	38	2088	2126	1819
Mon May 07 22:19:34 2018	1525724374	58	2069	2128	1474
Mon May 07 22:19:33 2018	1525724373	50	2078	2128	1678
Mon May 07 22:19:31 2018	1525724371	38	2091	2128	1827
Mon May 07 22:19:31 2018	1525724371	37	2093	2130	1827
Mon May 07 22:19:31 2018	1525724371	48	2083	2131	1792
Mon May 07 22:19:31 2018	1525724371	46	2093	2139	1825
Mon May 07 22:19:33 2018	1525724373	53	2088	2141	1694
Mon May 07 22:19:33 2018	1525724373	53	2088	2141	1681
Mon May 07 22:19:34 2018	1525724374	63	2081	2143	1480
Mon May 07 22:19:31 2018	1525724371	42	2101	2143	1840
Mon May 07 22:19:31 2018	1525724371	43	2104	2146	1843
Mon May 07 22:19:34 2018	1525724374	58	2090	2149	1489
Mon May 07 22:19:33 2018	1525724373	56	2093	2149	1684
Mon May 07 22:19:34 2018	1525724374	56	2094	2149	1492
Mon May 07 22:19:30 2018	1525724370	70	2079	2150	1814
Mon May 07 22:19:31 2018	1525724371	38	2111	2150	1809
Mon May 07 22:19:31 2018	1525724371	40	2112	2152	1850
Mon May 07 22:19:34 2018	1525724374	61	2091	2152	1489
Mon May 07 22:19:33 2018	1525724373	56	2096	2152	1681
Mon May 07 22:19:30 2018	1525724370	70	2082	2152	1819
Mon May 07 22:19:31 2018	1525724371	43	2112	2154	1838
Mon May 07 22:19:32 2018	1525724372	40	2115	2154	1793
Mon May 07 22:19:30 2018	1525724370	70	2086	2157	1821
Mon May 07 22:19:33 2018	1525724373	53	2104	2158	1702
Mon May 07 22:19:30 2018	1525724370	70	2088	2158	1824
Mon May 07 22:19:31 2018	1525724371	42	2120	2162	1846
Mon May 07 22:19:34 2018	1525724374	64	2098	2162	1495
Mon May 07 22:19:33 2018	1525724373	56	2107	2162	1700
Mon May 07 22:19:32 2018	1525724372	53	2112	2165	1763
Mon May 07 22:19:33 2018	1525724373	56	2112	2168	1705
Mon May 07 22:19:32 2018	1525724372	39	2136	2175	1808
Mon May 07 22:19:33 2018	1525724373	48	2128	2176	1720
Mon May 07 22:19:31 2018	1525724371	42	2139	2180	1867
Mon May 07 22:19:32 2018	1525724372	41	2141	2181	1840
Mon May 07 22:19:31 2018	1525724371	37	2149	2186	1841
Mon May 07 22:19:32 2018	1525724372	40	2147	2187	1804
Mon May 07 22:19:32 2018	1525724372	61	2133	2194	1806
Mon May 07 22:19:31 2018	1525724371	47	2148	2194	1850
Mon May 07 22:19:33 2018	1525724373	53	2143	2196	1728
Mon May 07 22:19:32 2018	1525724372	40	2157	2197	1848
Mon May 07 22:19:33 2018	1525724373	48	2153	2201	1734
Mon May 07 22:19:32 2018	1525724372	50	2152	2202	1747
Mon May 07 22:19:31 2018	1525724371	41	2161	2202	1860
Mon May 07 22:19:32 2018	1525724372	50	2152	2202	1747
Mon May 07 22:19:32 2018	1525724372	53	2149	2202	1747
Mon May 07 22:19:32 2018	1525724372	48	2155	2202	1753
Mon May 07 22:19:32 2018	1525724372	80	2124	2203	1799
Mon May 07 22:19:31 2018	1525724371	37	2166	2203	1863
Mon May 07 22:19:33 2018	1525724373	53	2152	2205	1741
Mon May 07 22:19:32 2018	1525724372	48	2160	2208	1756
Mon May 07 22:19:32 2018	1525724372	48	2160	2208	1753
Mon May 07 22:19:32 2018	1525724372	80	2130	2210	1773
Mon May 07 22:19:34 2018	1525724374	64	2147	2210	1548
Mon May 07 22:19:32 2018	1525724372	48	2164	2212	1773
Mon May 07 22:19:32 2018	1525724372	51	2162	2213	1755
Mon May 07 22:19:33 2018	1525724373	53	2161	2214	1755
Mon May 07 22:19:31 2018	1525724371	43	2173	2216	1862
Mon May 07 22:19:34 2018	1525724374	56	2160	2216	1572
Mon May 07 22:19:34 2018	1525724374	60	2157	2218	1567
Mon May 07 22:19:34 2018	1525724374	59	2160	2218	1577
Mon May 07 22:19:30 2018	1525724370	72	2147	2218	1886
Mon May 07 22:19:32 2018	1525724372	43	2175	2219	1856
Mon May 07 22:19:33 2018	1525724373	53	2167	2220	1737
Mon May 07 22:19:32 2018	1525724372	50	2176	2226	1779
Mon May 07 22:19:32 2018	1525724372	50	2178	2228	1769
Mon May 07 22:19:32 2018	1525724372	49	2181	2230	1771
Mon May 07 22:19:32 2018	1525724372	51	2181	2232	1787
Mon May 07 22:19:31 2018	1525724371	41	2192	2232	1872
Mon May 07 22:19:33 2018	1525724373	48	2186	2234	1779
Mon May 07 22:19:30 2018	1525724370	72	2165	2237	1910
Mon May 07 22:19:32 2018	1525724372	50	2192	2242	1825
Mon May 07 22:19:32 2018	1525724372	37	2205	2242	1907
Mon May 07 22:19:31 2018	1525724371	40	2205	2245	1894
Mon May 07 22:19:33 2018	1525724373	53	2197	2250	1790
Mon May 07 22:19:31 2018	1525724371	37	2218	2255	1899
Mon May 07 22:19:32 2018	1525724372	50	2205	2255	1806
Mon May 07 22:19:30 2018	1525724370	70	2186	2256	1914
Mon May 07 22:19:31 2018	1525724371	35	2223	2258	1907
Mon May 07 22:19:33 2018	1525724373	51	2210	2261	1803
Mon May 07 22:19:32 2018	1525724372	38	2224	2262	1907
Mon May 07 22:19:33 2018	1525724373	50	2213	2263	1803
Mon May 07 22:19:33 2018	1525724373	47	2217	2263	1772
Mon May 07 22:19:31 2018	1525724371	35	2230	2265	1912
Mon May 07 22:19:33 2018	1525724373	48	2221	2269	1816
Mon May 07 22:19:33 2018	1525724373	48	2221	2269	1814
Mon May 07 22:19:32 2018	1525724372	44	2232	2275	1918
Mon May 07 22:19:33 2018	1525724373	50	2230	2281	1782
Mon May 07 22:19:33 2018	1525724373	50	2234	2285	1794
Mon May 07 22:19:31 2018	1525724371	40	2247	2287	1939
Mon May 07 22:19:33 2018	1525724373	48	2240	2288	1793
Mon May 07 22:19:32 2018	1525724372	53	2237	2290	1832
Mon May 07 22:19:33 2018	1525724373	51	2250	2301	1838
Mon May 07 22:19:32 2018	1525724372	56	2255	2311	1838
Mon May 07 22:19:33 2018	1525724373	50	2261	2311	1862
Mon May 07 22:19:34 2018	1525724374	64	2250	2313	1657
Mon May 07 22:19:33 2018	1525724373	50	2266	2317	1856
Mon May 07 22:19:34 2018	1525724374	59	2261	2319	1665
Mon May 07 22:19:33 2018	1525724373	56	2266	2322	1675
Mon May 07 22:19:34 2018	1525724374	58	2270	2328	1670
Mon May 07 22:19:32 2018	1525724372	41	2289	2330	1969
Mon May 07 22:19:31 2018	1525724371	40	2304	2344	1995
Mon May 07 22:19:33 2018	1525724373	61	2290	2351	1707
Mon May 07 22:19:33 2018	1525724373	61	2290	2351	1692
Mon May 07 22:19:33 2018	1525724373	58	2293	2351	1694
Mon May 07 22:19:33 2018	1525724373	58	2295	2354	1713
Mon May 07 22:19:33 2018	1525724373	61	2298	2359	1702
Mon May 07 22:19:34 2018	1525724374	62	2306	2368	1700
Mon May 07 22:19:33 2018	1525724373	59	2311	2370	1718
Mon May 07 22:19:33 2018	1525724373	61	2317	2378	1721
Mon May 07 22:19:33 2018	1525724373	56	2327	2383	1726
Mon May 07 22:19:33 2018	1525724373	62	2322	2384	1721
Mon May 07 22:19:33 2018	1525724373	61	2327	2388	1731
Mon May 07 22:19:31 2018	1525724371	40	2349	2388	2040
Mon May 07 22:19:33 2018	1525724373	61	2333	2394	1726
Mon May 07 22:19:33 2018	1525724373	50	2351	2402	1949
Mon May 07 22:19:33 2018	1525724373	61	2343	2404	1792
Mon May 07 22:19:32 2018	1525724372	54	2350	2404	1931
Mon May 07 22:19:34 2018	1525724374	59	2354	2413	1769
Mon May 07 22:19:35 2018	1525724375	77	2337	2414	1372
Mon May 07 22:19:35 2018	1525724375	77	2343	2420	1391
Mon May 07 22:19:32 2018	1525724372	53	2367	2420	1958
Mon May 07 22:19:33 2018	1525724373	61	2364	2425	1758
Mon May 07 22:19:33 2018	1525724373	50	2381	2431	1976
Mon May 07 22:19:33 2018	1525724373	50	2381	2431	1971
Mon May 07 22:19:33 2018	1525724373	61	2370	2431	1831
Mon May 07 22:19:34 2018	1525724374	60	2374	2434	1775
Mon May 07 22:19:32 2018	1525724372	53	2383	2436	1968
Mon May 07 22:19:31 2018	1525724371	40	2399	2439	2093
Mon May 07 22:19:31 2018	1525724371	41	2403	2444	2100
Mon May 07 22:19:33 2018	1525724373	66	2380	2447	1800
Mon May 07 22:19:33 2018	1525724373	64	2383	2447	1800
Mon May 07 22:19:33 2018	1525724373	61	2386	2447	1811
Mon May 07 22:19:34 2018	1525724374	66	2382	2448	1702
Mon May 07 22:19:33 2018	1525724373	53	2397	2450	1886
Mon May 07 22:19:33 2018	1525724373	65	2387	2452	1827
Mon May 07 22:19:34 2018	1525724374	56	2396	2452	1803
Mon May 07 22:19:31 2018	1525724371	37	2418	2455	2110
Mon May 07 22:19:35 2018	1525724375	80	2377	2457	1431
Mon May 07 22:19:33 2018	1525724373	53	2404	2457	1984
Mon May 07 22:19:33 2018	1525724373	66	2394	2460	1798
Mon May 07 22:19:32 2018	1525724372	54	2409	2463	1996
Mon May 07 22:19:33 2018	1525724373	58	2406	2464	1883
Mon May 07 22:19:34 2018	1525724374	53	2411	2465	1825
Mon May 07 22:19:34 2018	1525724374	80	2386	2466	1665
Mon May 07 22:19:34 2018	1525724374	56	2410	2466	1819
