starttime	seconds	ctime	dtime	ttime	wait
Mon May 07 16:29:35 2018	1525703375	0	1	1	1
Mon May 07 16:29:35 2018	1525703375	0	1	1	1
Mon May 07 16:29:34 2018	1525703374	0	1	1	1
Mon May 07 16:29:35 2018	1525703375	0	1	1	1
Mon May 07 16:29:34 2018	1525703374	0	1	1	1
Mon May 07 16:29:34 2018	1525703374	0	1	1	1
Mon May 07 16:29:34 2018	1525703374	0	1	1	1
Mon May 07 16:29:34 2018	1525703374	0	1	1	1
Mon May 07 16:29:35 2018	1525703375	0	1	1	1
Mon May 07 16:29:34 2018	1525703374	0	1	1	1
Mon May 07 16:29:35 2018	1525703375	0	1	1	1
Mon May 07 16:29:35 2018	1525703375	0	1	1	1
Mon May 07 16:29:35 2018	1525703375	0	1	1	1
Mon May 07 16:29:34 2018	1525703374	0	1	1	1
Mon May 07 16:29:35 2018	1525703375	0	1	1	1
Mon May 07 16:29:35 2018	1525703375	0	1	1	1
Mon May 07 16:29:35 2018	1525703375	0	1	1	1
Mon May 07 16:29:34 2018	1525703374	0	1	1	1
Mon May 07 16:29:34 2018	1525703374	0	1	1	1
Mon May 07 16:29:35 2018	1525703375	0	1	1	1
Mon May 07 16:29:35 2018	1525703375	0	1	1	1
Mon May 07 16:29:35 2018	1525703375	0	1	1	1
Mon May 07 16:29:34 2018	1525703374	0	1	1	1
Mon May 07 16:29:34 2018	1525703374	0	1	1	1
Mon May 07 16:29:35 2018	1525703375	0	1	1	1
Mon May 07 16:29:34 2018	1525703374	0	1	1	1
Mon May 07 16:29:35 2018	1525703375	0	1	1	1
Mon May 07 16:29:35 2018	1525703375	0	1	1	1
Mon May 07 16:29:35 2018	1525703375	0	1	1	1
Mon May 07 16:29:35 2018	1525703375	0	1	1	1
Mon May 07 16:29:35 2018	1525703375	0	1	1	1
Mon May 07 16:29:35 2018	1525703375	0	1	1	1
Mon May 07 16:29:35 2018	1525703375	0	1	1	1
Mon May 07 16:29:35 2018	1525703375	0	1	1	1
Mon May 07 16:29:34 2018	1525703374	0	1	1	1
Mon May 07 16:29:35 2018	1525703375	0	1	1	1
Mon May 07 16:29:34 2018	1525703374	0	1	1	1
Mon May 07 16:29:35 2018	1525703375	0	1	1	1
Mon May 07 16:29:35 2018	1525703375	0	1	1	1
Mon May 07 16:29:35 2018	1525703375	0	1	1	1
Mon May 07 16:29:35 2018	1525703375	0	1	1	1
Mon May 07 16:29:34 2018	1525703374	0	1	1	1
Mon May 07 16:29:34 2018	1525703374	0	1	1	1
Mon May 07 16:29:35 2018	1525703375	0	1	1	1
Mon May 07 16:29:35 2018	1525703375	0	1	1	1
Mon May 07 16:29:34 2018	1525703374	0	1	1	1
