starttime	seconds	ctime	dtime	ttime	wait
Sat May 05 18:06:21 2018	1525536381	0	62	62	62
Sat May 05 18:06:21 2018	1525536381	0	63	63	63
Sat May 05 18:06:21 2018	1525536381	0	64	64	64
Sat May 05 18:06:21 2018	1525536381	0	64	64	64
Sat May 05 18:06:21 2018	1525536381	0	64	64	64
Sat May 05 18:06:21 2018	1525536381	0	65	65	64
Sat May 05 18:06:21 2018	1525536381	0	65	65	65
Sat May 05 18:06:21 2018	1525536381	0	65	65	65
Sat May 05 18:06:21 2018	1525536381	0	65	65	65
Sat May 05 18:06:21 2018	1525536381	0	66	66	65
Sat May 05 18:06:21 2018	1525536381	0	66	66	66
Sat May 05 18:06:22 2018	1525536382	0	66	66	66
Sat May 05 18:06:22 2018	1525536382	0	66	66	66
Sat May 05 18:06:21 2018	1525536381	0	66	66	66
Sat May 05 18:06:22 2018	1525536382	0	67	67	67
Sat May 05 18:06:22 2018	1525536382	0	67	67	67
Sat May 05 18:06:21 2018	1525536381	0	67	67	67
Sat May 05 18:06:21 2018	1525536381	0	67	67	67
Sat May 05 18:06:21 2018	1525536381	0	67	67	67
Sat May 05 18:06:21 2018	1525536381	0	67	67	67
Sat May 05 18:06:20 2018	1525536380	0	67	67	67
Sat May 05 18:06:20 2018	1525536380	0	67	67	67
Sat May 05 18:06:21 2018	1525536381	0	67	67	67
Sat May 05 18:06:20 2018	1525536380	0	67	67	67
Sat May 05 18:06:22 2018	1525536382	0	68	68	67
Sat May 05 18:06:20 2018	1525536380	0	68	68	67
Sat May 05 18:06:22 2018	1525536382	0	68	68	67
Sat May 05 18:06:21 2018	1525536381	0	68	68	67
Sat May 05 18:06:21 2018	1525536381	0	68	68	67
Sat May 05 18:06:21 2018	1525536381	0	68	68	68
Sat May 05 18:06:22 2018	1525536382	0	68	68	68
Sat May 05 18:06:21 2018	1525536381	0	68	68	68
Sat May 05 18:06:21 2018	1525536381	0	68	68	68
Sat May 05 18:06:21 2018	1525536381	0	68	68	68
Sat May 05 18:06:21 2018	1525536381	0	68	68	68
Sat May 05 18:06:20 2018	1525536380	0	68	68	68
Sat May 05 18:06:20 2018	1525536380	0	68	68	68
Sat May 05 18:06:21 2018	1525536381	0	68	68	68
Sat May 05 18:06:21 2018	1525536381	0	68	68	68
Sat May 05 18:06:21 2018	1525536381	0	68	68	68
Sat May 05 18:06:21 2018	1525536381	0	68	68	68
Sat May 05 18:06:21 2018	1525536381	0	68	68	68
Sat May 05 18:06:20 2018	1525536380	0	68	68	68
Sat May 05 18:06:20 2018	1525536380	0	68	68	68
Sat May 05 18:06:21 2018	1525536381	0	69	69	69
Sat May 05 18:06:21 2018	1525536381	0	69	69	69
Sat May 05 18:06:21 2018	1525536381	0	69	69	69
Sat May 05 18:06:21 2018	1525536381	0	69	69	69
Sat May 05 18:06:20 2018	1525536380	0	69	69	69
Sat May 05 18:06:20 2018	1525536380	0	70	70	69
Sat May 05 18:06:21 2018	1525536381	0	70	70	69
Sat May 05 18:06:20 2018	1525536380	0	70	70	70
Sat May 05 18:06:21 2018	1525536381	0	70	70	70
Sat May 05 18:06:20 2018	1525536380	0	70	70	70
Sat May 05 18:06:20 2018	1525536380	0	71	71	71
Sat May 05 18:06:21 2018	1525536381	0	71	71	71
Sat May 05 18:06:21 2018	1525536381	0	71	71	71
Sat May 05 18:06:22 2018	1525536382	0	71	71	71
Sat May 05 18:06:21 2018	1525536381	0	71	71	71
Sat May 05 18:06:21 2018	1525536381	0	71	71	71
Sat May 05 18:06:20 2018	1525536380	0	71	71	71
Sat May 05 18:06:20 2018	1525536380	0	71	71	71
Sat May 05 18:06:21 2018	1525536381	0	72	72	71
Sat May 05 18:06:21 2018	1525536381	0	72	72	72
Sat May 05 18:06:21 2018	1525536381	0	72	72	72
Sat May 05 18:06:21 2018	1525536381	0	72	72	72
Sat May 05 18:06:21 2018	1525536381	0	72	72	72
Sat May 05 18:06:23 2018	1525536383	0	72	72	72
Sat May 05 18:06:21 2018	1525536381	0	72	72	72
Sat May 05 18:06:22 2018	1525536382	0	72	72	72
Sat May 05 18:06:21 2018	1525536381	0	72	72	72
Sat May 05 18:06:23 2018	1525536383	0	72	72	72
Sat May 05 18:06:21 2018	1525536381	0	72	72	72
Sat May 05 18:06:23 2018	1525536383	0	72	72	72
Sat May 05 18:06:21 2018	1525536381	0	72	72	72
Sat May 05 18:06:23 2018	1525536383	0	72	72	72
Sat May 05 18:06:23 2018	1525536383	0	72	72	72
Sat May 05 18:06:21 2018	1525536381	0	72	72	72
Sat May 05 18:06:21 2018	1525536381	0	72	72	72
Sat May 05 18:06:21 2018	1525536381	0	72	72	72
Sat May 05 18:06:21 2018	1525536381	0	72	72	72
Sat May 05 18:06:21 2018	1525536381	0	72	72	72
Sat May 05 18:06:20 2018	1525536380	0	72	72	72
Sat May 05 18:06:20 2018	1525536380	0	73	73	72
Sat May 05 18:06:20 2018	1525536380	0	73	73	72
Sat May 05 18:06:20 2018	1525536380	0	73	73	72
Sat May 05 18:06:22 2018	1525536382	0	73	73	72
Sat May 05 18:06:22 2018	1525536382	0	73	73	73
Sat May 05 18:06:21 2018	1525536381	0	73	73	73
Sat May 05 18:06:23 2018	1525536383	0	73	73	73
Sat May 05 18:06:21 2018	1525536381	0	73	73	73
Sat May 05 18:06:20 2018	1525536380	0	73	73	73
Sat May 05 18:06:20 2018	1525536380	0	73	73	73
Sat May 05 18:06:21 2018	1525536381	0	73	73	73
Sat May 05 18:06:21 2018	1525536381	0	73	73	73
Sat May 05 18:06:22 2018	1525536382	0	73	73	73
Sat May 05 18:06:22 2018	1525536382	0	73	73	73
Sat May 05 18:06:22 2018	1525536382	0	74	74	73
Sat May 05 18:06:21 2018	1525536381	0	74	74	73
Sat May 05 18:06:21 2018	1525536381	0	74	74	73
Sat May 05 18:06:23 2018	1525536383	0	74	74	73
Sat May 05 18:06:23 2018	1525536383	0	74	74	73
Sat May 05 18:06:23 2018	1525536383	0	74	74	73
Sat May 05 18:06:21 2018	1525536381	0	74	74	74
Sat May 05 18:06:21 2018	1525536381	0	74	74	74
Sat May 05 18:06:20 2018	1525536380	0	74	74	74
Sat May 05 18:06:23 2018	1525536383	0	74	74	74
Sat May 05 18:06:20 2018	1525536380	0	74	74	74
Sat May 05 18:06:21 2018	1525536381	0	74	74	74
Sat May 05 18:06:21 2018	1525536381	0	74	74	74
Sat May 05 18:06:22 2018	1525536382	0	74	74	74
Sat May 05 18:06:20 2018	1525536380	0	74	74	74
Sat May 05 18:06:22 2018	1525536382	0	74	74	74
Sat May 05 18:06:21 2018	1525536381	0	74	74	74
Sat May 05 18:06:23 2018	1525536383	0	74	74	74
Sat May 05 18:06:20 2018	1525536380	0	74	74	74
Sat May 05 18:06:20 2018	1525536380	0	74	74	74
Sat May 05 18:06:22 2018	1525536382	0	74	74	74
Sat May 05 18:06:22 2018	1525536382	0	74	74	74
Sat May 05 18:06:22 2018	1525536382	0	74	74	74
Sat May 05 18:06:23 2018	1525536383	0	74	74	74
Sat May 05 18:06:20 2018	1525536380	0	74	74	74
Sat May 05 18:06:22 2018	1525536382	0	74	74	74
Sat May 05 18:06:23 2018	1525536383	0	74	74	74
Sat May 05 18:06:21 2018	1525536381	0	74	74	74
Sat May 05 18:06:22 2018	1525536382	0	74	74	74
Sat May 05 18:06:21 2018	1525536381	0	75	75	74
Sat May 05 18:06:20 2018	1525536380	0	75	75	74
Sat May 05 18:06:20 2018	1525536380	0	75	75	74
Sat May 05 18:06:20 2018	1525536380	0	75	75	74
Sat May 05 18:06:21 2018	1525536381	0	75	75	74
Sat May 05 18:06:22 2018	1525536382	0	75	75	75
Sat May 05 18:06:21 2018	1525536381	0	75	75	75
Sat May 05 18:06:21 2018	1525536381	0	75	75	75
Sat May 05 18:06:20 2018	1525536380	0	75	75	75
Sat May 05 18:06:20 2018	1525536380	0	75	75	75
Sat May 05 18:06:21 2018	1525536381	0	75	75	75
Sat May 05 18:06:22 2018	1525536382	0	75	75	75
Sat May 05 18:06:21 2018	1525536381	0	75	75	75
Sat May 05 18:06:20 2018	1525536380	0	75	75	75
Sat May 05 18:06:21 2018	1525536381	0	75	75	75
Sat May 05 18:06:21 2018	1525536381	0	75	75	75
Sat May 05 18:06:22 2018	1525536382	0	75	75	75
Sat May 05 18:06:20 2018	1525536380	0	75	75	75
Sat May 05 18:06:21 2018	1525536381	0	75	75	75
Sat May 05 18:06:20 2018	1525536380	0	75	75	75
Sat May 05 18:06:20 2018	1525536380	0	75	75	75
Sat May 05 18:06:22 2018	1525536382	0	75	75	75
Sat May 05 18:06:20 2018	1525536380	0	76	76	75
Sat May 05 18:06:21 2018	1525536381	0	76	76	75
Sat May 05 18:06:20 2018	1525536380	0	76	76	76
Sat May 05 18:06:22 2018	1525536382	0	76	76	76
Sat May 05 18:06:22 2018	1525536382	0	76	76	76
Sat May 05 18:06:21 2018	1525536381	0	76	76	76
Sat May 05 18:06:20 2018	1525536380	0	76	76	76
Sat May 05 18:06:21 2018	1525536381	0	76	76	76
Sat May 05 18:06:22 2018	1525536382	0	76	76	76
Sat May 05 18:06:21 2018	1525536381	0	76	76	76
Sat May 05 18:06:22 2018	1525536382	0	76	76	76
Sat May 05 18:06:23 2018	1525536383	0	76	76	76
Sat May 05 18:06:23 2018	1525536383	0	76	76	76
Sat May 05 18:06:21 2018	1525536381	0	76	76	76
Sat May 05 18:06:21 2018	1525536381	0	76	76	76
Sat May 05 18:06:22 2018	1525536382	0	76	76	76
